Opportunity ID,Account ID,StageName,IsClosed,IsWon,CreatedDate,Term in Months,Service,Opportunity Type,Product Group,Building ID,Market,Street Address,City,State,Postal Code,Network Proximity,On Zayo Network Status,Latitude,Longtitude,Industry,MRR,CPQ
Opp-000448,Acct-000131,Failed,TRUE,FALSE,8/19/16,12,,New Service,IP Services,Bldg-038241,Atlanta,5555 Windward Pkwy,Alpharetta,GA,30004,313.64,"On Zayo Network
",34.0865035,-84.2678094,Media & Content,31389.87724,457969.4229
Opp-000449,Acct-000058,Failed,TRUE,FALSE,8/19/16,,,New Service,IP Services,Bldg-087606,Atlanta,3333 Piedmont Rd NE,Atlanta,GA,30305,68.44,"On Zayo Network
",33.845805,-84.37211,Media & Content,899247.5386,464994.731
Opp-000450,Acct-001153,Failed,TRUE,FALSE,8/19/16,,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Media & Content,212017.21,0
Opp-000450,Acct-001153,Failed,TRUE,FALSE,8/19/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Media & Content,212017.21,0
Opp-000450,Acct-001153,Failed,TRUE,FALSE,8/19/16,,,New Service,Wavelengths - Long Haul,Bldg-235524,Dallas,401 Baylor St,Texarkana,TX,75501,80610.76,"Not on Zayo Network
",32.748554,-96.298,Media & Content,212017.21,0
Opp-000451,Acct-000043,Potential,FALSE,FALSE,8/19/16,,,New Service,Ethernet,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,"On Zayo Network
",33.7775391,-84.4214611,IT Infrastructure,74161.08844,12827553.08
Opp-000452,Acct-000013,Successful,TRUE,TRUE,8/19/16,36,,New Service,Wavelengths - Metro,Bldg-015500,Dallas,2300 W Plano Pkwy - Bldg C,Plano,TX,75075,657.46,"On Zayo Network
",33.005724,-96.736843,Telecommunications,4685544.54,17445073.13
Opp-000452,Acct-000013,Successful,TRUE,TRUE,8/19/16,36,,New Service,Wavelengths - Metro,Bldg-118397,Dallas,1300 W Mockingbird Ln,Dallas,TX,75247,51,"On Zayo Network
",32.82092,-96.86585,Telecommunications,4685544.54,17445073.13
Opp-000453,Acct-001075,Potential,FALSE,FALSE,8/19/16,36,,New Service,IP Services,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Professional Services,10730.79842,76899.78802
Opp-000454,Acct-000579,Successful,TRUE,TRUE,8/19/16,36,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,1713511.488,473926.7166
Opp-000455,Acct-000579,Successful,TRUE,TRUE,8/19/16,36,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,1713511.488,473926.7166
Opp-000456,Acct-000579,Successful,TRUE,TRUE,8/19/16,36,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,1713511.488,473926.7166
Opp-000457,Acct-000579,Successful,TRUE,TRUE,8/19/16,36,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,1713511.488,473926.7166
Opp-000458,Acct-000820,Potential,FALSE,FALSE,8/19/16,1,,New Service,Wavelengths - Metro,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,"On Zayo Network
",33.7338392,-84.4256845,Healthcare,52362.02116,480046.6115
Opp-000458,Acct-000820,Potential,FALSE,FALSE,8/19/16,1,,New Service,Wavelengths - Metro,Bldg-080110,Atlanta,3620 Howell Ferry Rd,Duluth,GA,30096,296.07,"Not on Zayo Network
",34.0001392,-84.1636178,Healthcare,52362.02116,480046.6115
Opp-000458,Acct-000820,Potential,FALSE,FALSE,8/19/16,1,,New Service,Wavelengths - Metro,Bldg-109162,Atlanta,1000 Medical Center Blvd,Lawrenceville,GA,30046,19541.15,"Build in Progress
",33.9635082,-84.0176866,Healthcare,52362.02116,480046.6115
Opp-000458,Acct-000820,Potential,FALSE,FALSE,8/19/16,1,,New Service,Wavelengths - Metro,Bldg-433998,Atlanta,3215 McClure Bridge Rd,Duluth,GA,30096,365.6,"Not on Zayo Network
",34.0070646,-84.1530551,Healthcare,52362.02116,480046.6115
Opp-000459,Acct-000150,Failed,TRUE,FALSE,8/21/16,,,New Service,Ethernet,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,"On Zayo Network
",39.74556,-104.995682,Telecommunications,2511.7585,544620.034
Opp-000460,Acct-001073,Failed,TRUE,FALSE,8/19/16,36,,New Service,Wavelengths - Long Haul,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,"On Zayo Network
",33.7338392,-84.4256845,Media & Content,0,21875.04008
Opp-000461,Acct-001154,Failed,TRUE,FALSE,8/22/16,12,,New Service,Wavelengths - Long Haul,Bldg-117716,Dallas,6653 Pinecrest Dr,Plano,TX,75024,535.09,"On Zayo Network
",33.064858,-96.810993,Finance,132686.1172,0
Opp-000462,Acct-001076,Potential,FALSE,FALSE,8/22/16,36,,New Service,Wavelengths - Long Haul,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,"On Zayo Network
",39.74576,-104.994423,IT Infrastructure,70690.5237,191592.1532
Opp-000463,Acct-001017,Successful,TRUE,TRUE,8/22/16,18,a0M6000000LkuoXEAR,Positive Re-Rate/Move/Change,IP Services,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,"On Zayo Network
",39.74556,-104.995682,IT Infrastructure,6070.09764,851678.8202
Opp-000464,Acct-001074,Failed,TRUE,FALSE,8/22/16,36,,New Service,Wavelengths - Long Haul,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,"On Zayo Network
",39.5913091,-104.8470746,Other Industry,17275.96578,15790.71598
Opp-000467,Acct-000579,Successful,TRUE,TRUE,8/22/16,36,,New Service,Wavelengths - Long Haul,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,1713511.488,473926.7166
Opp-000468,Acct-000415,Failed,TRUE,FALSE,8/22/16,36,,New Service,Ethernet,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,41380.75222,460099.2337
Opp-000468,Acct-000415,Failed,TRUE,FALSE,8/22/16,36,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Telecommunications,41380.75222,460099.2337
Opp-000469,Acct-001155,Potential,FALSE,FALSE,8/22/16,,,New Service,Ethernet,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,"On Zayo Network
",39.5913091,-104.8470746,Healthcare,41819.02492,0
Opp-000470,Acct-001156,Failed,TRUE,FALSE,8/22/16,36,,New Service,IP Services,Bldg-109473,Denver,1701 Bryant St,Denver,CO,80204,766.93,"On Zayo Network
",39.7439164,-105.0198759,Media & Content,1973.96512,0
Opp-000470,Acct-001156,Failed,TRUE,FALSE,8/22/16,36,,New Service,IP Services,Bldg-224255,Dallas,1 AT&T Way,Arlington,TX,76011,1430.31,"On Zayo Network
",32.7479992,-97.0925047,Media & Content,1973.96512,0
Opp-000471,Acct-000039,Failed,TRUE,FALSE,8/22/16,,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Media & Content,672194.537,4072122.008
Opp-000472,Acct-001059,Successful,TRUE,TRUE,8/22/16,36,,New Service,Ethernet,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,"On Zayo Network
",39.5643596,-104.8665482,Other Industry,7174.50612,116362.4022
Opp-000473,Acct-000013,Potential,FALSE,FALSE,8/22/16,36,,New Service,Dark Fiber - Metro,Bldg-054718,Atlanta,450 Interstate North Pkwy SE,Atlanta,GA,30339,122.95,"On Zayo Network
",33.895316,-84.4537747,Telecommunications,4685544.54,17445073.13
Opp-000473,Acct-000013,Potential,FALSE,FALSE,8/22/16,36,,New Service,Dark Fiber - Metro,Bldg-056432,Atlanta,6300 Highlands Pkwy SE,Smyrna,GA,30082,347.87,"Not on Zayo Network
",33.833717,-84.518145,Telecommunications,4685544.54,17445073.13
Opp-000474,Acct-000034,Successful,TRUE,TRUE,8/22/16,38,,New Service,Wavelengths - Long Haul,Bldg-108671,Denver,9706 E Easter Ave,Englewood,CO,80112,109.6,"On Zayo Network
",39.5873873,-104.876543,Telecommunications,1099879.883,13855751.13
Opp-000475,Acct-000097,Successful,TRUE,TRUE,8/23/16,36,,New Service,Ethernet,Bldg-090300,Dallas,3010 Waterview Pkwy,Richardson,TX,75080,436.62,"On Zayo Network
",32.994824,-96.752465,Healthcare,0,48708.18126
Opp-000477,Acct-000019,Potential,FALSE,FALSE,8/23/16,,,New Service,Wavelengths - Metro,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,19979.85064,46872510.76
Opp-000478,Acct-000544,Failed,TRUE,FALSE,8/23/16,,,New Service,Wavelengths - Long Haul,Bldg-108671,Denver,9706 E Easter Ave,Englewood,CO,80112,109.6,"On Zayo Network
",39.5873873,-104.876543,Finance,189049.268,11158626.64
Opp-000479,Acct-000273,Potential,FALSE,FALSE,8/23/16,240,,New Service,FTT - Dark Fiber,Bldg-128031,Dallas,1001 Bear Creek Pkwy,Euless,TX,76039,221.88,"On Zayo Network
",32.8508589,-97.0694822,Telecommunications,6307069.324,85736.30978
Opp-000480,Acct-001157,Failed,TRUE,FALSE,8/23/16,36,,New Service,Ethernet,Bldg-014864,Atlanta,250 Williams St NW,Atlanta,GA,30303,280.06,"On Zayo Network
",33.7616219,-84.3911416,Government,1033.98612,0
Opp-000481,Acct-001157,Failed,TRUE,FALSE,8/23/16,,,New Service,Ethernet,Bldg-014864,Atlanta,250 Williams St NW,Atlanta,GA,30303,280.06,"On Zayo Network
",33.7616219,-84.3911416,Government,1033.98612,0
Opp-000482,Acct-001077,Successful,TRUE,TRUE,8/23/16,12,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Finance,8638.34708,402948.1693
Opp-000482,Acct-001077,Successful,TRUE,TRUE,8/23/16,12,,New Service,Ethernet,Bldg-127085,Dallas,2501 S TX-121 - Bldg 5,Lewisville,TX,75067,890.51,"On Zayo Network
",33.0000356,-96.9974001,Finance,8638.34708,402948.1693
Opp-000483,Acct-000362,Successful,TRUE,TRUE,8/23/16,24,,New Service,Ethernet,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,33556.17156,1031783.149
Opp-000483,Acct-000362,Successful,TRUE,TRUE,8/23/16,24,,New Service,Ethernet,Bldg-038160,Atlanta,2775 Northwoods Pkwy - Bldg Atlanta 1,Norcross,GA,30071,215.14,"On Zayo Network
",33.954938,-84.1983939,Telecommunications,33556.17156,1031783.149
Opp-000484,Acct-001079,Failed,TRUE,FALSE,8/23/16,,,New Service,Wavelengths - Long Haul,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,"On Zayo Network
",39.5643596,-104.8665482,Telecommunications,0,52285.03416
Opp-000485,Acct-000053,Potential,FALSE,FALSE,8/23/16,,,New Service,Wavelengths - Metro,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,"On Zayo Network
",32.787255,-96.794118,Telecommunications,2323524.676,16110743.27
Opp-000485,Acct-000053,Potential,FALSE,FALSE,8/23/16,,,New Service,Wavelengths - Metro,Bldg-386004,Dallas,625 Westport Pkwy,Grapevine,TX,76051,2001.05,"Not on Zayo Network
",32.9026401,-97.0874996,Telecommunications,2323524.676,16110743.27
Opp-000486,Acct-000132,Successful,TRUE,TRUE,8/23/16,12,,New Service,Ethernet,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Telecommunications,276360.2892,1933764.933
Opp-000487,Acct-000019,Potential,FALSE,FALSE,8/23/16,36,,New Service,Wavelengths - Long Haul,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,"On Zayo Network
",34.0354213,-84.0608807,Telecommunications,19979.85064,46872510.76
Opp-000488,Acct-000768,Potential,FALSE,FALSE,8/23/16,24,,New Service,IP Services,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,"On Zayo Network
",33.7775391,-84.4214611,Media & Content,3356.08,257109.6299
Opp-000489,Acct-000008,Successful,TRUE,TRUE,8/23/16,36,,New Service,Ethernet,Bldg-116491,Dallas,1349 Empire Central Dr,Dallas,TX,75247,205.31,"On Zayo Network
",32.82706,-96.8694814,Telecommunications,470863.9248,103522.916
Opp-000490,Acct-000122,Successful,TRUE,TRUE,8/24/16,240,,New Service,FTT - Dark Fiber,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,"On Zayo Network
",33.755431,-84.391561,Telecommunications,289876.7078,1562567.18
Opp-000492,Acct-000067,Potential,FALSE,FALSE,8/24/16,36,,New Service,Ethernet,Bldg-460083,Dallas,1517 Melton Rd,Sanger,TX,76266,,"Not on Zayo Network
",33.39625,-97.167216,Telecommunications,31559.29474,243216.8786
Opp-000493,Acct-000313,Failed,TRUE,FALSE,8/24/16,36,,New Service,Wavelengths - Metro,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,"On Zayo Network
",32.787255,-96.794118,Telecommunications,4408.50612,326105.1673
Opp-000493,Acct-000313,Failed,TRUE,FALSE,8/24/16,36,,New Service,Wavelengths - Metro,Bldg-109799,Dallas,1201 Main St,Dallas,TX,75202,141.06,"On Zayo Network
",32.7804649,-96.8022322,Telecommunications,4408.50612,326105.1673
Opp-000494,Acct-000150,Failed,TRUE,FALSE,8/24/16,36,a0M6000000KI5qKEAT,Retention Opportunity,Ethernet,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,"On Zayo Network
",39.74556,-104.995682,Telecommunications,2511.7585,544620.034
Opp-000495,Acct-001113,Successful,TRUE,TRUE,8/24/16,36,,New Service,Live Video,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,"On Zayo Network
",33.7338392,-84.4256845,Media & Content,4018.41714,38883.05422
Opp-000496,Acct-000070,Failed,TRUE,FALSE,8/24/16,36,,New Service,Live Video,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,"On Zayo Network
",33.7338392,-84.4256845,Media & Content,97008.6449,831286.3931
Opp-000497,Acct-000012,Failed,TRUE,FALSE,8/24/16,36,,New Service,Wavelengths - Long Haul,Bldg-109234,Denver,555 17th St,Denver,CO,80202,97.89,"On Zayo Network
",39.745216,-104.989305,Finance,1059.378,85748.56316
Opp-000498,Acct-000656,Successful,TRUE,TRUE,8/24/16,36,a0M6000000Gl0JOEAZ,Positive Re-Rate/Move/Change,IP Services,Bldg-487999,Dallas,12379 Merit Dr,Dallas,TX,75251,663.61,"Not on Zayo Network
",32.918089,-96.774009,Telecommunications,15070.08078,353044.9193
Opp-000499,Acct-001158,Potential,FALSE,FALSE,8/24/16,24,,New Service,Ethernet,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,"On Zayo Network
",33.01542,-96.7689,Media & Content,0,0
Opp-000500,Acct-001158,Potential,FALSE,FALSE,8/24/16,24,,New Service,Ethernet,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,"On Zayo Network
",33.01542,-96.7689,Media & Content,0,0
Opp-000501,Acct-000801,Failed,TRUE,FALSE,8/24/16,12,,New Service,Wavelengths - Long Haul,Bldg-103416,Dallas,6901 Windcrest Dr Bldg D5,Plano,TX,75024,947.97,"On Zayo Network
",33.0713401,-96.8071328,IT Infrastructure,312413.2829,64401.82908
Opp-000502,Acct-000013,Failed,TRUE,FALSE,8/24/16,12,,New Service,Wavelengths - Metro,Bldg-054718,Atlanta,450 Interstate North Pkwy SE,Atlanta,GA,30339,122.95,"On Zayo Network
",33.895316,-84.4537747,Telecommunications,4685544.54,17445073.13
Opp-000502,Acct-000013,Failed,TRUE,FALSE,8/24/16,12,,New Service,Wavelengths - Metro,Bldg-038251,Atlanta,6000 Feldwood Rd,Atlanta,GA,30349,397.15,"On Zayo Network
",33.5896154,-84.5145239,Telecommunications,4685544.54,17445073.13
Opp-000503,Acct-000946,Successful,TRUE,TRUE,8/24/16,36,,New Service,Wavelengths - Long Haul,Bldg-054718,Atlanta,450 Interstate North Pkwy SE,Atlanta,GA,30339,122.95,"On Zayo Network
",33.895316,-84.4537747,Energy & Manufacturing,20032.82876,220976.5698
Opp-000503,Acct-000946,Successful,TRUE,TRUE,8/24/16,36,,New Service,Wavelengths - Long Haul,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,"On Zayo Network
",32.8970767,-96.9829687,Energy & Manufacturing,20032.82876,220976.5698
Opp-000504,Acct-000070,Failed,TRUE,FALSE,8/24/16,,,New Service,Live Video,Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,"On Zayo Network
",33.7338392,-84.4256845,Media & Content,97008.6449,831286.3931
Opp-000505,Acct-000060,Failed,TRUE,FALSE,8/24/16,,,New Service,Wavelengths - Metro,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,"On Zayo Network
",39.777368,-104.968254,IT Infrastructure,116844.9586,2609317.726
Opp-000505,Acct-000060,Failed,TRUE,FALSE,8/24/16,,,New Service,Wavelengths - Metro,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,"On Zayo Network
",39.74556,-104.995682,IT Infrastructure,116844.9586,2609317.726
Opp-000506,Acct-000162,Successful,TRUE,TRUE,8/24/16,12,a0M6000000MXszaEAD,Positive Re-Rate/Move/Change,Ethernet,Bldg-110412,Dallas,14901 FAA Blvd,Fort Worth,TX,76155,286.34,"On Zayo Network
",32.8323815,-97.0415716,Healthcare,25699.60672,638246.8105
Opp-000507,Acct-000346,Failed,TRUE,FALSE,8/24/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Telecommunications,97390.48198,1831038.247
Opp-000508,Acct-000379,Failed,TRUE,FALSE,8/24/16,36,,New Service,Ethernet,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,"On Zayo Network
",39.777368,-104.968254,IT Infrastructure,0,284098.4416
Opp-000508,Acct-000379,Failed,TRUE,FALSE,8/24/16,36,,New Service,Ethernet,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,"On Zayo Network
",39.74556,-104.995682,IT Infrastructure,0,284098.4416
Opp-000509,Acct-000442,Failed,TRUE,FALSE,8/25/16,60,,New Service,Dark Fiber - Metro,Bldg-382669,Dallas,311 N Market St,Dallas,TX,75202,358.35,"Not on Zayo Network
",32.7773292,-96.8062101,IT Infrastructure,10774.20618,1150644.503
Opp-000510,Acct-000002,Potential,FALSE,FALSE,8/25/16,12,,New Service,Wavelengths - Long Haul,Bldg-108671,Denver,9706 E Easter Ave,Englewood,CO,80112,109.6,"On Zayo Network
",39.5873873,-104.876543,Telecommunications,2881700.185,7310037.815
Opp-000511,Acct-000838,Failed,TRUE,FALSE,8/25/16,12,,New Service,Ethernet,Bldg-078151,Denver,639 E 18th Ave,Denver,CO,80203,80.1,"On Zayo Network
",39.7451918,-104.9792774,Telecommunications,0,183965.4153
Opp-000512,Acct-000245,Potential,FALSE,FALSE,8/25/16,36,,New Service,IP Services,Bldg-485636,Dallas,1301 US-377,Argyle,TX,76226,,"Not on Zayo Network
",33.0840714,-97.1924121,Telecommunications,0,9340560.858
Opp-000513,Acct-000041,Failed,TRUE,FALSE,8/25/16,36,,New Service,Ethernet,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,"On Zayo Network
",39.74576,-104.994423,Telecommunications,0,3732472.44
Opp-000514,Acct-000233,Failed,TRUE,FALSE,8/25/16,,,New Service,Dark Fiber - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Professional Services,6972.625,3671300.782
Opp-000515,Acct-000233,Failed,TRUE,FALSE,8/25/16,,,New Service,Dark Fiber - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Professional Services,6972.625,3671300.782
Opp-000515,Acct-000233,Failed,TRUE,FALSE,8/25/16,,,New Service,Dark Fiber - Long Haul,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,"On Zayo Network
",33.758884,-84.38769,Professional Services,6972.625,3671300.782
Opp-000516,Acct-000013,Successful,TRUE,TRUE,8/25/16,60,,New Service,Ethernet,Bldg-061804,Atlanta,3820 Mansell Rd,Alpharetta,GA,30022,525.37,"On Zayo Network
",34.0393158,-84.2918488,Telecommunications,4685544.54,17445073.13
Opp-000517,Acct-001087,Successful,TRUE,TRUE,8/25/16,36,,New Service,zColo,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,"On Zayo Network
",39.5913091,-104.8470746,Professional Services,3051.39588,30328.73822
Opp-000518,Acct-000946,Successful,TRUE,TRUE,8/25/16,12,,New Service,Ethernet,Bldg-054718,Atlanta,450 Interstate North Pkwy SE,Atlanta,GA,30339,122.95,"On Zayo Network
",33.895316,-84.4537747,Energy & Manufacturing,20032.82876,220976.5698
Opp-000518,Acct-000946,Successful,TRUE,TRUE,8/25/16,12,,New Service,Ethernet,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,"On Zayo Network
",32.8970767,-96.9829687,Energy & Manufacturing,20032.82876,220976.5698
Opp-000519,Acct-000049,Potential,FALSE,FALSE,8/25/16,,,New Service,Wavelengths - Long Haul,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,"On Zayo Network
",39.74556,-104.995682,Telecommunications,328468.0781,2193904.394
Opp-000520,Acct-000564,Failed,TRUE,FALSE,8/25/16,36,,New Service,Dark Fiber - Metro,Bldg-038113,Atlanta,1784 N Decatur Rd,Atlanta,GA,30322,123.61,"On Zayo Network
",33.7906216,-84.3180429,Research & Education,43182.792,964627.1764
Opp-000520,Acct-000564,Failed,TRUE,FALSE,8/25/16,36,,New Service,Dark Fiber - Metro,Bldg-038239,Atlanta,555 Asbury Cir,Atlanta,GA,30322,920.37,"On Zayo Network
",33.7929751,-84.3227446,Research & Education,43182.792,964627.1764
Opp-000520,Acct-000564,Failed,TRUE,FALSE,8/25/16,36,,New Service,Dark Fiber - Metro,Bldg-075430,Atlanta,1260 Briarcliff Rd NE,Atlanta,GA,30306,860.97,"Not on Zayo Network
",33.7885121,-84.3424114,Research & Education,43182.792,964627.1764
Opp-000520,Acct-000564,Failed,TRUE,FALSE,8/25/16,36,,New Service,Dark Fiber - Metro,Bldg-078728,Atlanta,1920 Briarcliff Rd NE,Atlanta,GA,30329,252.17,"On Zayo Network
",33.8092652,-84.3353399,Research & Education,43182.792,964627.1764
Opp-000521,Acct-000098,Potential,FALSE,FALSE,8/25/16,36,,New Service,Wavelengths - Long Haul,Bldg-127087,Dallas,2501 S State Hwy 121 - Bldg 8,Lewisville,TX,75067,1476.12,"On Zayo Network
",33.001445,-96.996405,Professional Services,6399.81406,1932262.839
Opp-000522,Acct-000273,Successful,TRUE,TRUE,8/25/16,240,,New Service,FTT - Dark Fiber,Bldg-434074,Dallas,5475 Warren Pkwy,Frisco,TX,75034,8098.3,"On Zayo Network
",33.106698,-96.839875,Telecommunications,6307069.324,85736.30978
Opp-000523,Acct-001076,Potential,FALSE,FALSE,8/25/16,36,,New Service,Ethernet,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,"On Zayo Network
",39.74576,-104.994423,IT Infrastructure,70690.5237,191592.1532
Opp-000524,Acct-000014,Potential,FALSE,FALSE,8/26/16,,,New Service,Wavelengths - Long Haul,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,"On Zayo Network
",33.7559351,-84.3908998,Telecommunications,1104543.866,3401006.488
Opp-000525,Acct-000014,Potential,FALSE,FALSE,8/26/16,,,New Service,Wavelengths - Long Haul,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,"On Zayo Network
",33.7559351,-84.3908998,Telecommunications,1104543.866,3401006.488
Opp-000526,Acct-000001,Potential,FALSE,FALSE,8/26/16,60,,New Service,Wavelengths - Long Haul,Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,"On Zayo Network
",33.7559351,-84.3908998,Telecommunications,189462.158,2168629.46
Opp-000527,Acct-000849,Failed,TRUE,FALSE,8/26/16,36,,New Service,Wavelengths - Long Haul,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,"On Zayo Network
",39.777368,-104.968254,Telecommunications,3661.94428,62532.0223
Opp-000528,Acct-000013,Successful,TRUE,TRUE,8/26/16,60,,New Service,Ethernet,Bldg-060296,Atlanta,841 Livingston Ct SE,Marietta,GA,30067,1359.12,"On Zayo Network
",33.927289,-84.498935,Telecommunications,4685544.54,17445073.13
Opp-000529,Acct-001049,Potential,FALSE,FALSE,8/26/16,,,New Service,SONET,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,"On Zayo Network
",39.5913091,-104.8470746,Government,4110.70012,114341.8023
Opp-000530,Acct-000057,Failed,TRUE,FALSE,8/26/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Telecommunications,71815.46512,698508.8227
Opp-000531,Acct-000955,Potential,FALSE,FALSE,8/26/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Telecommunications,21376.8927,81884.48882
Opp-000532,Acct-000057,Failed,TRUE,FALSE,8/26/16,,,New Service,Wavelengths - Long Haul,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,"On Zayo Network
",32.800805,-96.819612,Telecommunications,71815.46512,698508.8227
Opp-000532,Acct-000057,Failed,TRUE,FALSE,8/26/16,,,New Service,Wavelengths - Long Haul,Bldg-016418,Dallas,11830 Webb Chapel Rd,Dallas,TX,75234,596.58,"On Zayo Network
",32.9114239,-96.871178,Telecommunications,71815.46512,698508.8227
Opp-000533,Acct-000013,Successful,TRUE,TRUE,8/26/16,60,,New Service,Ethernet,Bldg-068658,Atlanta,1600 Parkwood Cir SE,Atlanta,GA,30339,331.82,"On Zayo Network
",33.900846,-84.458903,Telecommunications,4685544.54,17445073.13
Opp-000534,Acct-000009,Successful,TRUE,TRUE,8/26/16,36,,New Service,Ethernet,Bldg-110632,Atlanta,3340 Peachtree Rd NE,Atlanta,GA,30326,553.12,"On Zayo Network
",33.8474268,-84.3711818,Telecommunications,1783082.612,13550531.77
